Count,Hate Speech,Offensive Language,Neither Count,Class,Tweet,preprocessed_tweet,final_text
3,0,3,0,1,asha my bitch doe,"['asha', 'bitch', 'doe']",asha bitch doe
3,0,3,0,1,ask a bitch in  if she would rather have jesus than silver amp gold i bet u she tell a lie,"['ask', 'bitch', 'would', 'rather', 'jesus', 'silver', 'amp', 'gold', 'bet', 'u', 'tell', 'lie']",ask bitch would rather jesus silver amp gold bet u tell lie
3,0,3,0,1,ask around n the streets bitch bout jay,"['ask', 'around', 'n', 'street', 'bitch', 'bout', 'jay']",ask around n street bitch bout jay
3,0,1,2,2,ask the governor how we are supposed to pay for this typical teabagger mentality government is evil until we need them lol morningjoe,"['ask', 'governor', 'supposed', 'pay', 'typical', 'teabagger', 'mentality', 'government', 'evil', 'need', 'lol', 'morningjoe']",ask governor supposed pay typical teabagger mentality government evil need lol morningjoe
3,0,3,0,1,ask tht bitch when she gon let a yung nigga blast tht ass,"['ask', 'tht', 'bitch', 'gon', 'let', 'yung', 'nigga', 'blast', 'tht', 'as']",ask tht bitch gon let yung nigga blast tht as
3,0,3,0,1,ask your bitch about me she turns into dori,"['ask', 'bitch', 'turn', 'dori']",ask bitch turn dori
3,0,3,0,1,at  good luck nh nh rt unnagroundking im   one of you bitches better reproduce with me i can give you an athlete,"['good', 'luck', 'nh', 'nh', 'rt', 'unnagroundking', 'im', 'one', 'bitch', 'better', 'reproduce', 'give', 'athlete']",good luck nh nh rt unnagroundking im one bitch better reproduce give athlete
3,0,3,0,1,at dunkin donuts and every time somebody walked in i either yelled ratchet or hoe and so me and my brother got kicked out,"['dunkin', 'donut', 'every', 'time', 'somebody', 'walked', 'either', 'yelled', 'ratchet', 'hoe', 'brother', 'got', 'kicked']",dunkin donut every time somebody walked either yelled ratchet hoe brother got kicked
3,0,0,3,2,at a point where ive got to make a tough life decision ice black translucent sole or solid black sole on my kd vis blk or orange airbag,"['point', 'ive', 'got', 'make', 'tough', 'life', 'decision', 'ice', 'black', 'translucent', 'sole', 'solid', 'black', 'sole', 'kd', 'vi', 'blk', 'orange', 'airbag']",point ive got make tough life decision ice black translucent sole solid black sole kd vi blk orange airbag
3,0,0,3,2,at all my ritz crackers idk what to do with myself anymore,"['ritz', 'cracker', 'idk', 'anymore']",ritz cracker idk anymore
3,0,3,0,1,at least ima a faithful bitch,"['least', 'ima', 'faithful', 'bitch']",least ima faithful bitch
3,0,0,3,2,at pussy cat lounge killin it with my girlz blaqdior and hpmiss,"['pussy', 'cat', 'lounge', 'killin', 'girlz', 'blaqdior', 'hpmiss']",pussy cat lounge killin girlz blaqdior hpmiss
6,0,6,0,1,at the mlk march tryna find a man bitch we see u,"['mlk', 'march', 'tryna', 'find', 'man', 'bitch', 'see', 'u']",mlk march tryna find man bitch see u
3,0,3,0,1,at the mexican laundry mat and its packed denna hoe,"['mexican', 'laundry', 'mat', 'packed', 'denna', 'hoe']",mexican laundry mat packed denna hoe
3,0,3,0,1,at the bar in downey wit my uncle this niggah faded hopefully he doesnt get us into a fight lmao,"['bar', 'downey', 'wit', 'uncle', 'niggah', 'faded', 'hopefully', 'doesnt', 'get', 'u', 'fight', 'lmao']",bar downey wit uncle niggah faded hopefully doesnt get u fight lmao
3,0,3,0,1,at the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry  samromero,"['doctor', 'sam', 'shes', 'pussy', 'put', 'cotton', 'swab', 'nose', 'started', 'cry', 'samromero']",doctor sam shes pussy put cotton swab nose started cry samromero
3,0,3,0,1,at the end of the day seniors still love that young fresh pussy from west case closed,"['end', 'day', 'senior', 'still', 'love', 'young', 'fresh', 'pussy', 'west', 'case', 'closed']",end day senior still love young fresh pussy west case closed
6,0,0,6,2,at this rate id cheer for the awful new york yankees over the st louis cardinals,"['rate', 'id', 'cheer', 'awful', 'new', 'york', 'yankee', 'st', 'louis', 'cardinal']",rate id cheer awful new york yankee st louis cardinal
3,0,0,3,2,at work but wish i was floating in my  ft on sale at walmart redneck pool that my husband probably hasnt cleaned since last weekend,"['work', 'wish', 'floating', 'ft', 'sale', 'walmart', 'redneck', 'pool', 'husband', 'probably', 'hasnt', 'cleaned', 'since', 'last', 'weekend']",work wish floating ft sale walmart redneck pool husband probably hasnt cleaned since last weekend
3,0,0,3,2,ate the receivers really fast or is pass coverage trash,"['ate', 'receiver', 'really', 'fast', 'pas', 'coverage', 'trash']",ate receiver really fast pas coverage trash
3,1,2,0,1,attention one and all jordanwright just motoroboated my knees someone get this jiggaboo some water she thirsty,"['attention', 'one', 'jordanwright', 'motoroboated', 'knee', 'someone', 'get', 'jiggaboo', 'water', 'thirsty']",attention one jordanwright motoroboated knee someone get jiggaboo water thirsty
3,1,2,0,1,auburnnn hoe,"['auburnnn', 'hoe']",auburnnn hoe
3,0,3,0,1,audio happy valentines day bitches now play this while you get laid httptcoxotlh,"['audio', 'happy', 'valentine', 'day', 'bitch', 'play', 'get', 'laid', 'httptcoxotlh']",audio happy valentine day bitch play get laid httptcoxotlh
3,0,2,1,1,august alsina  ghetto,"['august', 'alsina', 'ghetto']",august alsina ghetto
3,0,3,0,1,austin is a funny niggah,"['austin', 'funny', 'niggah']",austin funny niggah
3,0,3,0,1,autocorrect makes my hows life change to hoes life what the duck,"['autocorrect', 'make', 'hows', 'life', 'change', 'hoe', 'life', 'duck']",autocorrect make hows life change hoe life duck
3,0,0,3,2,average is basic and basic is trash,"['average', 'basic', 'basic', 'trash']",average basic basic trash
3,0,3,0,1,aw man that bitch she go hard put it on me im like oh lord no panties baby no bra,"['aw', 'man', 'bitch', 'go', 'hard', 'put', 'im', 'like', 'oh', 'lord', 'panty', 'baby', 'bra']",aw man bitch go hard put im like oh lord panty baby bra
3,0,3,0,1,awe did i cut you off and make you mad thats too dam bad shoulda been going the fucking speed limit bitch,"['awe', 'cut', 'make', 'mad', 'thats', 'dam', 'bad', 'shoulda', 'going', 'fucking', 'speed', 'limit', 'bitch']",awe cut make mad thats dam bad shoulda going fucking speed limit bitch
3,2,1,0,0,awk u dont like your own nephew  cousins bc our race lmao broke ugly bitches fuck them we dont need them,"['awk', 'u', 'dont', 'like', 'nephew', 'cousin', 'bc', 'race', 'lmao', 'broke', 'ugly', 'bitch', 'fuck', 'dont', 'need']",awk u dont like nephew cousin bc race lmao broke ugly bitch fuck dont need
3,0,3,0,1,awwwwww rt tyga that aint my hoe,"['awwwwww', 'rt', 'tyga', 'aint', 'hoe']",awwwwww rt tyga aint hoe
3,0,3,0,1,awwwwww they no kaep aint rape no bitch,"['awwwwww', 'kaep', 'aint', 'rape', 'bitch']",awwwwww kaep aint rape bitch
3,0,3,0,1,ay cuh its hot af  im finna go buy yo bitch some ice cream  lol,"['ay', 'cuh', 'hot', 'af', 'im', 'finna', 'go', 'buy', 'yo', 'bitch', 'ice', 'cream', 'lol']",ay cuh hot af im finna go buy yo bitch ice cream lol
3,0,3,0,1,ay fuck wieners remember to eat before you drink and remember to drink water while youre drinking and also to go eat shit you pussy head,"['ay', 'fuck', 'wiener', 'remember', 'eat', 'drink', 'remember', 'drink', 'water', 'youre', 'drinking', 'also', 'go', 'eat', 'shit', 'pussy', 'head']",ay fuck wiener remember eat drink remember drink water youre drinking also go eat shit pussy head
3,0,0,3,2,ay what are some good barsclubs to hit up in denver should be up there saturday night to coon out,"['ay', 'good', 'barsclubs', 'hit', 'denver', 'saturday', 'night', 'coon']",ay good barsclubs hit denver saturday night coon
3,0,3,0,1,ay yall heard that rich gang tape thou that bitch on flame,"['ay', 'yall', 'heard', 'rich', 'gang', 'tape', 'thou', 'bitch', 'flame']",ay yall heard rich gang tape thou bitch flame
3,0,1,2,2,aye a nicca is tired tho,"['aye', 'nicca', 'tired', 'tho']",aye nicca tired tho
3,0,3,0,1,aye its a lot of niggas out here that cant fuck a bad bitch unless they get her drunk smh preach,"['aye', 'lot', 'nigga', 'cant', 'fuck', 'bad', 'bitch', 'unless', 'get', 'drunk', 'smh', 'preach']",aye lot nigga cant fuck bad bitch unless get drunk smh preach
3,0,3,0,1,aye my nigha yeayoureadindis gone let ya bitch fuck wit my team twinzncontrol donjuuuan httptcoqlomazpha,"['aye', 'nigha', 'yeayoureadindis', 'gone', 'let', 'ya', 'bitch', 'fuck', 'wit', 'team', 'twinzncontrol', 'donjuuuan', 'httptcoqlomazpha']",aye nigha yeayoureadindis gone let ya bitch fuck wit team twinzncontrol donjuuuan httptcoqlomazpha
6,0,6,0,1,aye the part be treating the bitches too good,"['aye', 'part', 'treating', 'bitch', 'good']",aye part treating bitch good
3,0,3,0,1,aye we all needa keep are heads up high who cares if we lost we all went and tried our best ampsouth is a bunch of trash talking pussys,"['aye', 'needa', 'keep', 'head', 'high', 'care', 'lost', 'went', 'tried', 'best', 'ampsouth', 'bunch', 'trash', 'talking', 'pussy']",aye needa keep head high care lost went tried best ampsouth bunch trash talking pussy
3,0,3,0,1,aye mcdonaldss got a fire ass frozen strawberry lemonade this bitch so wet,"['aye', 'mcdonaldss', 'got', 'fire', 'as', 'frozen', 'strawberry', 'lemonade', 'bitch', 'wet']",aye mcdonaldss got fire as frozen strawberry lemonade bitch wet
3,0,3,0,1,ayee hoe,"['ayee', 'hoe']",ayee hoe
3,0,1,2,2,ayo i jus had a mini heart attack behind the wheelnorth philly n fire crackers dont mix i httptcoovelftm,"['ayo', 'jus', 'mini', 'heart', 'attack', 'behind', 'wheelnorth', 'philly', 'n', 'fire', 'cracker', 'dont', 'mix', 'httptcoovelftm']",ayo jus mini heart attack behind wheelnorth philly n fire cracker dont mix httptcoovelftm
3,0,2,1,1,ayo twat boy i gotta new phone give me yo jack now jay,"['ayo', 'twat', 'boy', 'got', 'ta', 'new', 'phone', 'give', 'yo', 'jack', 'jay']",ayo twat boy got ta new phone give yo jack jay
3,0,3,0,1,ayo why da hell aint nobody hip me to these niccas migosatl  betterlatethannever,"['ayo', 'da', 'hell', 'aint', 'nobody', 'hip', 'niccas', 'migosatl', 'betterlatethannever']",ayo da hell aint nobody hip niccas migosatl betterlatethannever
6,1,4,1,1,ayo theofficialeg unblock me so i ca tell you how garbage yo bitch ass playing,"['ayo', 'theofficialeg', 'unblock', 'ca', 'tell', 'garbage', 'yo', 'bitch', 'as', 'playing']",ayo theofficialeg unblock ca tell garbage yo bitch as playing
3,2,1,0,0,ayy carlton is a ghetto school now switchedatbirth,"['ayy', 'carlton', 'ghetto', 'school', 'switchedatbirth']",ayy carlton ghetto school switchedatbirth
3,1,2,0,1,ayy yo raylakee my nigga whochrisjones be all up on dapussy not lettin dat muafucka breathe,"['ayy', 'yo', 'raylakee', 'nigga', 'whochrisjones', 'dapussy', 'lettin', 'dat', 'muafucka', 'breathe']",ayy yo raylakee nigga whochrisjones dapussy lettin dat muafucka breathe
3,0,0,3,2,ayyyyy im sipping on a free slurpee and seeing the front bottoms tonight im a happy clam,"['ayyyyy', 'im', 'sipping', 'free', 'slurpee', 'seeing', 'front', 'bottom', 'tonight', 'im', 'happy', 'clam']",ayyyyy im sipping free slurpee seeing front bottom tonight im happy clam
3,1,0,2,2,basically gop romney right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers,"['basically', 'gop', 'romney', 'right', 'wing', 'reactionary', 'drudgies', 'teabaggers', 'libertaritards', 'hate', 'education', 'system', 'teacher']",basically gop romney right wing reactionary drudgies teabaggers libertaritards hate education system teacher
3,1,2,0,1,bc yall hoes,"['bc', 'yall', 'hoe']",bc yall hoe
3,0,3,0,1,bf i think we need some pet insurance gf lmao why what for bf because im destroying your pussy everyday,"['bf', 'think', 'need', 'pet', 'insurance', 'gf', 'lmao', 'bf', 'im', 'destroying', 'pussy', 'everyday']",bf think need pet insurance gf lmao bf im destroying pussy everyday
3,0,3,0,1,bitch rt jlab stop thinking ur entitled to politically correct responsesbitch,"['bitch', 'rt', 'jlab', 'stop', 'thinking', 'ur', 'entitled', 'politically', 'correct', 'responsesbitch']",bitch rt jlab stop thinking ur entitled politically correct responsesbitch
3,0,2,1,1,breathe rt thaelleword you are going to kill yourself if you dont exhale rt brokehomielyn killin you hoes httptcoqzcdraa,"['breathe', 'rt', 'thaelleword', 'going', 'kill', 'dont', 'exhale', 'rt', 'brokehomielyn', 'killin', 'hoe', 'httptcoqzcdraa']",breathe rt thaelleword going kill dont exhale rt brokehomielyn killin hoe httptcoqzcdraa
3,0,3,0,1,bros before hos  and there i was with my bros without any hos,"['bros', 'ho', 'bros', 'without', 'ho']",bros ho bros without ho
3,0,3,0,1,bruh lmaoo nobeeetch them hoes was nasty but i kept eating them roblockk what the fuck happened to these httptcogwsmqdr,"['bruh', 'lmaoo', 'nobeeetch', 'hoe', 'nasty', 'kept', 'eating', 'roblockk', 'fuck', 'happened', 'httptcogwsmqdr']",bruh lmaoo nobeeetch hoe nasty kept eating roblockk fuck happened httptcogwsmqdr
6,1,5,0,1,bruh rt coldhearted them ugly hoes say a nigga arrogant,"['bruh', 'rt', 'coldhearted', 'ugly', 'hoe', 'say', 'nigga', 'arrogant']",bruh rt coldhearted ugly hoe say nigga arrogant
3,0,3,0,1,baby i can make that pussy raaain often,"['baby', 'make', 'pussy', 'raaain', 'often']",baby make pussy raaain often
3,0,3,0,1,baby i can make that pussy rain often,"['baby', 'make', 'pussy', 'rain', 'often']",baby make pussy rain often
3,0,3,0,1,baby i can make that pussy rain often,"['baby', 'make', 'pussy', 'rain', 'often']",baby make pussy rain often
3,1,0,2,2,baby ill whisper vietnamese to you all soft like ching chong ting o long,"['baby', 'ill', 'whisper', 'vietnamese', 'soft', 'like', 'ching', 'chong', 'ting', 'long']",baby ill whisper vietnamese soft like ching chong ting long
6,0,6,0,1,baby girl your pussy looking so vacant,"['baby', 'girl', 'pussy', 'looking', 'vacant']",baby girl pussy looking vacant
3,0,3,0,1,baby moanin  got me zonenn  i want this bitch next me  pussy like ecstasy,"['baby', 'moanin', 'got', 'zonenn', 'want', 'bitch', 'next', 'pussy', 'like', 'ecstasy']",baby moanin got zonenn want bitch next pussy like ecstasy
3,0,3,0,1,baby pussy cant be your only hustle unless u bad as naomi russelli mean a lot of ppl got moneyso basically russell aint the only russell,"['baby', 'pussy', 'cant', 'hustle', 'unless', 'u', 'bad', 'naomi', 'russelli', 'mean', 'lot', 'ppl', 'got', 'moneyso', 'basically', 'russell', 'aint', 'russell']",baby pussy cant hustle unless u bad naomi russelli mean lot ppl got moneyso basically russell aint russell
3,0,3,0,1,babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through,"['babydaddy', 'needing', 'bail', 'money', 'say', 'thats', 'wat', 'gone', 'talk', 'whole', 'alotta', 'shit', 'swear', 'bitch', 'gone', 'come']",babydaddy needing bail money say thats wat gone talk whole alotta shit swear bitch gone come
3,0,3,0,1,back inhighschool me and ntgonline used to have to stiffarm bitches that kept tryna steal our fitteds,"['back', 'inhighschool', 'ntgonline', 'used', 'stiffarm', 'bitch', 'kept', 'tryna', 'steal', 'fitteds']",back inhighschool ntgonline used stiffarm bitch kept tryna steal fitteds
3,0,3,0,1,back in america and ive become a basic bitch again,"['back', 'america', 'ive', 'become', 'basic', 'bitch']",back america ive become basic bitch
3,0,3,0,1,back in this bitch again,"['back', 'bitch']",back bitch
